artist,song,lyrics,emotion
Beyoncé,Stop Sign,i like to feel so high and you feel good feeling low i like my colors vivid and you paint your colors gold i like to see the world and you like your weekends home but i've been staying behind while you refused to go   cause you're such a burden but you're the weight up off my shoulders cause even though i'm hurting it still feels like it's time i'm growing when i thought that we'd grow up and grow together the same time guess i passed you by at that old stop sign at that old stop sign   you like to sleep all day and i like my minutes i like trips to the movies you watch tv all night long i like to go out dancing and you go out just to hang and i've been right beside you losing me and doing the same   cause you're such a burden but you're the weight up off my shoulders cause even though i'm hurting it still feels like it's time i'm growing when i thought that we'd grow up and grow together the same time guess i passed you by at that old stop sign at that old stop sign   i looked around and baby you were gone where did i lose you honey i even slowed down thought you'd follow but you took your own roads honey cause i've been traveling traveling traveling only to find that i'm making this trip alone and i've been staying behind while you refused to go   cause you're such a burden but you're the weight up off my shoulders cause even though i'm hurting it still feels like it's time i'm growing when i thought that we'd grow up and grow together the same time guess i passed you by at that old stop sign at that old stop sign,sadness
BTS (방탄소년단),Go Go (Japanese Ver.),jimin dollar dollar 全て無くすまで まだまだ 走り稼ぐだけ まだまだ まだまだ まだまだ   jhope 俺も cruising on the bay 欲しい cruising like nemo 金ないけど 行きたい遠くにも 手持ちないけど 癒したいこの体みも 縁ないけど 会いたいよ 小野二郎   jungkook suga 努力し稼いだ pay はたく全て 塵みたい でも楽しむ 今日は pay day 無駄でも 金なくなっても それでいいんだ 身銭使い果たすいくらでも  pre jin woo 俺の明日は 不安で真っ暗 未来もないくらい woo 持っていけたくさん 君は wassup do you want some   jungkook dollar dollar 全て無くすまで まだまだ man i spend it like some party dollar dollar いつか変わるまで その時まで  refrain v jungkook jin yolo yolo yolo yo yolo yolo yo 탕진잼 탕진잼 탕진잼 yolo yolo yolo yo where my money yah 탕진잼 탕진잼 탕진잼 yolo yolo yolo yo yolo yolo yo 탕진잼 탕진잼 탕진잼 yolo yolo yolo yo where the party yah 탕진잼 탕진잼 탕진잼   v rm where my money at where the party at 毎週が火水木金金金金 この口座 yah 底なしのよう 注いでる日々必死に  ならばこの状況 壊してみせろ本性を そうさ悩むよりも go 堂々と びびらずに行けいっその事 さぁ今日こそ   jungkook jimin dollar dollar 全て無くすまで まだまだ man i spend it like some party dollar dollar いつか変わるまで その時まで  refrain v jungkook jin yolo yolo yolo yo yolo yolo yo 탕진잼 탕진잼 탕진잼 yolo yolo yolo yo where my money yah 탕진잼 탕진잼 탕진잼 yolo yolo yolo yo yolo yolo yo 탕진잼 탕진잼 탕진잼 yolo yolo yolo yo where the party yah 탕진잼 탕진잼 탕진잼   v jhope jin rm 고민보다 go 고민보다 go 고민보다 go go everybody 고민보다 go 고민보다 go 고민보다 go go everybody  jungkook suga jimin jhope 고민보다 go 고민보다 go 고민보다 go go everybody 고민보다 go 고민보다 go 고민보다 go go everybody  jungkook rm jimin suga 고민보다 go 고민보다 go 고민보다 go go everybody 고민보다 go 고민보다 go 고민보다 go go everybody,joy
Billie Eilish,​when the party’s over (SAYA Remix),don't you know i'm no good for you i've learned to lose you can't afford to tore my shirt to stop you bleedin' but nothin' ever stops you leavin'   quiet when i'm coming home and i'm on my own i could lie say i like it like that like it like that i could lie say i like it like that like it like that   don't you know too much already i'll only hurt you if you let me call me friend but keep me closer call me back and i'll call you when the party's over   quiet when i'm coming home and i'm on my own and i could lie say i like it like that like it like that yeah i could lie say i like it like that like it like that   but nothin' is better sometimes once we've both said our goodbyes let's just let it go let me let you go   quiet when i'm coming home and i'm on my own i could lie say i like it like that like it like that i could lie say i like it like that like it like that i could lie say i like it like that like it like that i could lie say i like it like that like it like that i could lie say i like it like that like it like that i could lie say i like it like that like it like that   let's just let it go let me let you go   quiet when i'm coming home and i'm on my own i could lie say i like it like that like it like,sadness
Beyoncé,New Shoes,hey honey cat got ya tongue don't look so funny mr comedian jokes on you and you good at bet so where's my money i know you bet that i'd never make move so whys the house empty lights off by the end of this week i leave wit wat i came wit baby i take the dogs you keep the mercedes  pre   cause i'm gone i'm not fazed i walk these roads with grace and i'll wave with you behind me with a new smile on my face    cause i'm walking in new shoes now i got a new song to sing when i walk in the room every head turns every eye is on me to bad you're not here to see it and by the time you get this i'll be so long gone and far i'll send you a postcard aaha i'll send you a postcard   hey baby you seen a ghost this ain't yo lady this is the chick that you held back now all of the things you've said were crazy i checked out my list and i feel good about it i got the new haircut the one that you said wouldn't look no good took that job you said i could not get wore that dress you said i'd never fit  pre   cause you're gone and i'm great i got rid of your dead weight and i'll wave at you behind me with a new smile on my face    cause i'm walking in new shoes now i got a new song to sing when i walk in the room every head turns every eye is on me to bad you're not here to see it and by the time you get this i'll be so long gone and far i'll send you a postcard,sadness
Beyoncé,Diva (Homecoming Live),beyoncé i'm aa diva hey i'm a i'm aa diva hey i'm a i'm aa diva hey i'm a i'm aa diva hey i'm a i'm aa diva hey i'm a i'm a a diva hey i'm a i'm a a diva hey i'm a i'm a a di  post beyoncé nanana diva is a female version of a hustla of a hustla of a of a hustla nanana diva is a female version of a hustla of a hustla of a of a hustla   beyoncé stop the track lemme state facts i told you gimme a minute and i'll be right back 50 million 'round the world and they say that i couldn't get it i done got so sick and filthy with benjis i can't spend it tell me somethin' tell me somethin' where yo boss at where yo boss at where my ladies up in here that like to talk back that like to talk back i wanna see her i wanna see her i'd like to meet ya i'd like to meet her what you say not to me she ain't no diva she ain't no diva  interlude oh no no no divas y'all help me sing this next verse here we go   beyoncé since 5 in my stilettos been struttin' in this game what's yo age was the question they ask when i hit the stage i'm a diva best believe her you see how she gettin' paid she ain't callin' him to greet her don't need him her bed's made this is a stickup stickup i need them bags of that money we're gonna stickup stickup you see the mask where that money all my ladies get it done i see you i do the same take it to another level no passengers on my plane  bride hey hey hey yeah i'm a i'm a a diva i'm a i'm a a diva i need them bags of that money i'm a i'm a a diva i'm a i'm a a diva you see the mask where that money i need them bags of that money   ot genasis i be gettin' to the money everybody mad i think i'm gettin' too much money everybody mad the same old nigga from the block the same old nigga with the pot the same old nigga from the trap everybody hated on him then he bounced right back i be gettin' to the money everybody mad i think i'm gettin' too much money everybody mad the same old nigga from the block the same old nigga with the pot the same old nigga from the trap everybody hated on him then he bounced right back gettin' to the money,joy
Ariana Grande,​​breathin,lacigam gnihtemos od ot thgin laiceps ruoy s'thginot tub   some days things just take way too much of my energy i look up and the whole room's spinning you take my cares away i can so overcomplicate people tell me to medicate  pre feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated mmm time goes by and i can't control my mind don't know what else to try but you tell me every time   just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep keep on breathin' mmmmmm   sometimes it's hard to find find my way up into the clouds tune it out they can be so loud you remind me of a time when things weren't so complicated all i need is to see your face  pre feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated mmm time goes by and i can't control my mind don't know what else to try but you tell me every time   just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' mmm yeah   my my air my my air my my air my air my my air my my air my my air yeah   just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' mmm yeah   feel my blood runnin' swear the sky's fallin' oh whoa i keep on breathin' oh yeah time goes by and i can't control my mind i keep on breathin' mmm yeah,joy
Beyoncé,Hip Hop Star,big boi pure players pure players   big boi slowly as sir luscious step up like a qdawg atown's up deuces down it's the new call and you can dial 888cutsomething i'm your kinky operator when you wanna fuck something ain't no dial tones just milestones of pleasure to reach to each his own i'm a stone cold aquarian freak humanitarian barbarian but under the sheets it's the player from the point and your girl from the d   beyoncé are you infatuated with me i could end your curiosity if you don't think i'm too rude here's your chance to make your move i sit and wait for nobody people say that my my style is so crazy i think you like it baby do you want to get nasty i dare you to undress me   beyoncé baby let me know if you wanna roll with a hip hop star bamboos on pants down low i'm a rock star baby let me know if you wanna ride with a hip hop star i'm a rock star   beyoncé do i blow you away do i stimulate your mind would you taste my love if i give you time i have none to waste with you i guess you can say my style is so crazy i think you like it baby do you want to get nasty i dare you to undress me   beyoncé baby let me know if you wanna roll with a hip hop star bamboos on pants down low i'm a rock star baby let me know if you wanna ride with a hip hop star i'm a rock star  break beyoncé undress me undress me you can come come baby undress me  4 big boi take off that tank top and pull off them drawers the girls all pause got them drippin' down they sugar walls aw naw getting to the nappy root knocking boots in stilettos damn i keep it ghetto a cool type of fellow mellow got the gold medal never settle for less my rose petal tooey tooey tooey tooey spit game venom to get it up in 'em let me p pop that thang first check her brain to see if she's sane deranged or strange or crazy as hell you never can tell these days everybody got a little rick james in they veins man  break sleepy brown the way i feel oh girl i know its bout to be me all over you and damn girl you all over me   beyoncé baby let me know if you wanna roll with a hip hop star bamboos on pants down low i'm a rock star baby let me know if you wanna ride with a hip hop star i'm a rock star,anger
Ariana Grande,Untitled*,know my love infinite nothing that i wont do,joy
Billie Eilish,Eres Tú,hoy desperté con ganas de besarte tengo una sed de acariciarte enredarme a ti y no soltarte eres tan embriagante eres tú eres tú   quiero contemplarte sin contar el tiempo dibujarte con mis puros recuer'os en mi mente marcarme tus labios tus besos estar aquí otro momento eres tú eres tú eres tú,joy
Beyoncé,Freak Daddy,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,Sniffer Dogs,no lyrics to be found come back soon when there is some,anger
Beyoncé,Hello (Live),i love the way you walk into the room body shining lighting up the place and when you talk everybody stop 'cause they know you know just what to say and the way that you protect your friends baby i respect you for that and when you grow you take everyone you love along i love that shit  pre dont fly me away don't need to buy a diamond key to unlock my heart you shelter my soul you're my fire when im cold i want you to know   you had me at hello hello hello hello hello hello you had me at hello hello hello hello hello hello it was many years ago ago baby when you when you stole my cool stole my cool 'cause you had me at hello my cool hello hello hello hello hello   i get so excited when you travel with me baby while i'm on my grind never would i ever let my hustle come between me and my family time you keep me humble out of this hype 'cause you know there's more to life if i need you you will be here you will make the sacrifice  pre don't fly me away don't need to buy a diamond key to unlock my heart you shelter my soul you're my fire when im cold i want you to know   you had me at hello hello hello hello hello hello you had me at hello hello hello hello hello hello it was many years ago ago baby when you when you stole my cool stole my cool you had me at hello hello hello hello hello hello hello,joy
BTS (방탄소년단),IDOL,방탄소년단의 idol 가사   rm jhope you can call me artist artist you can call me idol idol 아님 어떤 다른 뭐라 해도 해도 i dont care im proud of it proud of it 난 자유롭네 no more irony irony 나는 항상 나였기에  refrain  suga rm 손가락질 해 oh yeah yeah yeah 나는 전혀 신경 쓰지 않네 나를 욕하는 woah 너의 그 이유가 뭐든 간에 i know what i am i know what i am i know what i want i know what i want i never gon' change i never gon' change i never gon' trade trade off uh uh  pre v rm jimin 뭘 어쩌고 저쩌고 떠들어대셔 talkin' talkin' talkin' i do what i do 그니까 넌 너나 잘하셔 nah nah you can't stop me lovin' myself   jungkook rm jimin hoo hoo 얼쑤 좋다 you cant stop me lovin' myself hoo hoo 지화자 좋다 you cant stop me lovin' myself  post all jungkook rm ohohowoah hey ohohowoahowoah ohohowoah 덩기덕 쿵더러러 얼쑤 ohohowoah hey ohohowoahowoah ohohowoah 덩기덕 쿵더러러 얼쑤   jhope suga face off 마치 오우상 ayy top star with that spotlight ayy 때론 슈퍼히어로가 돼 돌려대 너의 anpanman woah 이십사시간이 적지 헷갈림 내겐 사치 woah i do my thang i do my thang i love myself i love myself  refrain  jungkook v i love myself i love myself i love my fans love my dance and my what 내 속안엔 내 속안엔 몇 십 몇 백명의 내가 있어 오늘 또 다른 날 맞이해 어차피 전부 다 나이기에 고민보다는 걍 달리네 runnin' man runnin' man runnin' man run  pre jin suga jungkook jimin 뭘 어쩌고 저쩌고 떠들어대셔 talkin' talkin' talkin' i do what i do 그니까 넌 너나 잘하셔 you cant stop me lovin' myself   rm v jhope jimin hoo hoo 얼쑤 좋다 you cant stop me lovin' myself hoo hoo 지화자 좋다 you cant stop me lovin' myself  post all jungkook ohohowoah hey ohohowoahowoah ohohowoah 덩기덕 쿵더러러 얼쑤 ohohowoah hey ohohowoahowoah ohohowoah 덩기덕 쿵더러러 얼쑤   jimin jin both im so fine wherever i go i go i go i go i go 가끔 멀리 돌아가도 oh it's okay i'm in love with mymy myself its okay 난 이 순간 행복해   jungkook suga jimin hoo hoo 얼쑤 좋다 you cant stop me lovin' myself hoo hoo 지화자 좋다 you cant stop me lovin' myself  post all jungkook jhope ohohowoah hey ohohowoahowoah ohohowoah 덩기덕 쿵더러러 얼쑤 ohohowoah hey ohohowoahowoah ohohowoah 덩기덕 쿵더러러 얼쑤,joy
Ariana Grande,Cat’s Broadway Song,bright smile that always glows pearly whites with a button nose and i knows everyones gonna love me now life on a the street  is a nail on the head  it's better than fixing the  roofing instead the crowd will be packed and theyll probably sing along what a girl what  a nice face this is my song i'm the biggest bang with the mostest zing  if you're the hand i'm the diamond ring by the way i'm even  the song and the dance so give me one give me one i've already won all i i need just one chance,joy
Beyoncé,The Mrs. Carter Show,act one  run the world girls  flawless  yonce 4 get me bodied 5 baby boy 6 diva act two 7 naughty girl 8 blow 9 partition act three 0 haunted  drunk in love   act four  why don't you love me 4 irreplaceable 5 love on top act five 6 crazy in love 7 single ladies put a ring on it  encore 8 i will always love you 9 heaven 0 xo  halo,fear
Beyoncé,Blue,beyoncé sometimes these walls seem to cave in on me when i look in your eyes i feel alive some days we say words that don't mean a thing but when you holding me tight i feel alive   beyoncé make it last forever come on baby won't you hold on to me hold on to me you and i together come on baby won't you hold on to me hold on to me blue   beyoncé each day i feel so blessed to be looking at you 'cause when you open your eyes i feel alive my heart beats so damn quick when you say my name when i'm holding you tight i'm so alive now let's live it up   beyoncé make it last forever come on baby won't you hold on to me hold on to me you and i together come on baby won't you hold on to me hold on to me blue make it last forever come on baby won't you hold on to me hold on to me you and i together come on baby won't you hold on to me hold on to me blue   beyoncé we gotta hold on i gotta hold on youve got to hold on youve got a hold on me we gotta hold on i gotta hold on youve got to hold on youve got a hold on me   beyoncé make it last forever come on baby won't you hold on to me hold on to me you and i together come on baby won't you hold on to me hold on to me blue   beyoncé we gotta hold on i gotta hold on youve got to hold on youve got a hold on me we gotta hold on i gotta hold on youve got to hold on youve got a hold on me   beyoncé make it last forever come on baby won't you hold on to me hold on to me you and i together come on baby won't you hold on to me hold on to me blue   beyoncé  blue ivy hold on to me hold on beesyay beesyay blue mommy mommy mommy can we see daddy laughs can we see daddy missus carter missus carter,joy
Beyoncé,Ring the Alarm (Spanglish Version),refrain suena la alarma seré furiosa no quiero ver tu con otra mujer suena la alarma seré furiosa no quiero ver tu con otra mujer   she gon' be rockin' chinchilla coats if i let you go benz and the house off the coast if i let you go she gon' take everything i own if i let you go i can't let you go damned if i let you go she gone rock them vvs stones if i let you go coupes in the 'bach carter rolls if i let you go she go profit everything i taught if i let you go i can't let you go damned if i let you go   tell me how should i feel when i know what i know and my female intuition telling me you a dog people told me 'bout the flames i couldn't see through the smoke when i need answers accusations what you mean you gone choke  pre  you can't stay you gotta go ain't no other chick spending ya dough this is taking a toll the way the story unfolds not the picture perfect movie everyone would've saw   she gon' be rockin' chinchilla coats if i let you go benz and the house off the coast if i let you go she gon' take everything i own if i let you go i can't let you go damned if i let you go she gon' rock them vvs stones if i let you go coupes in the 'bach carter rolls if i let you go she go profit everything i taught if i let you go i can't let you go damned if i let you go  refrain suena la alarma seré furiosa no quiero ver tu con otra mujer suena la alarma seré furiosa no quiero ver tu con otra mujer   tell me how should i feel when you made me belong and the thought of you just touching her is what i hate most i don't want you but i want it and i can't let it go to know you give it to her like you gave it to me come on  pre  oh he's so arrogant and bold oh but she gon' love that shit i know i done put in a call time to ring the alarm 'cause you ain't never seen a fire like the one i'm gon' cause   she gon' be rockin' chinchilla coats if i let you go benz and the house off the coast if i let you go she gon' take everything i own if i let you go i can't let you go damned if i let you go she gone rock them vvs stones if i let you go coupes in the 'bach carter rolls if i let you go she go profit everything i taught if i let you go i can't let you go damned if i let you go   how can you look at me and not see all the things that i kept only just for you why would you risk it baby is that the price i that pay but this is my show and i won't let you go all it's been paid for and it's mine how could you look at me and not see all the things see all the things see all the things   she gon' be rockin' chinchilla coats if i let you go benz and the house off the coast if i let you go she gon' take everything i own if i let you go i can't let you go damned if i let you go she gone rock them vvs stones if i let you go coupes in the 'bach carter rolls if i let you go she go profit everything i taught if i let you go i can't let you go damned if i let you go,anger
Beyoncé,FIND YOUR WAY BACK,beyoncé daddy used to take me walkin' down the street daddy used to take my hand say follow me daddy used to lead me back home all the time i got big enough to run around daddy left me outside   beyoncé he said find your way back big big world but you got it baby find your way back don't let this life drive you crazy find your way back come back home 'fore the street lights on find your way back find your way back   beyoncé daddy used to tell me look up at the stars it's been a long time but remember who you are circle of life and one day i might not make it circle of life and one day i might not make it   beyoncé but you just gotta find your way back big big world but you got it baby find your way back don't let this life drive you crazy find your way back come back home 'fore the street lights on find your way back find your way back  refrain beyoncé daddy used to teach me all my moves runnin' 'round wild had to tie my shoes itty bitty child with a smile like you wild wild child look a lot like you daddy used to teach me all my tricks runnin' 'round wild had to get my fix daddy used to teach me all my plays on a marathon have to run my race   beyoncé find your way back big big world but you got it baby find your way back don't let this life drive you crazy find your way back come back home 'fore the street lights on find your way back find your way back yeah   bankulli rikirobo roborebe mamasibo robirebi rebi skindanu dinda dundun sibirobo roborebe oroboskibo robi rebirebi skidin dadun dadun daya  refrain beyoncé daddy used to teach me all my moves runnin' 'round wild had to tie my shoes itty bitty child with a smile like you wild wild child look a lot like you daddy used to teach me all my tricks runnin' 'round wild had to get my fix daddy used to teach me all my plays on a marathon told me run my race   beyoncé find your way back,joy
Beyoncé,***Flawless (Remix),beyoncé dumdadeda do do do do do do coming down dripping candy on the ground   beyoncé it's that yoncé your yoncé in that lingerie on that chardonnay scoring touchdowns on your runway i'm texas forever like bun b and i'm ramboing these hoes i'm really rit' like donjae i'm camoing these hoes these thots can't clock me nowadays you wish i was your pound cake boy you know i look good as fuck wish i was your baby momma want me to come around and give you good karma but no we escalating up in this bitch like elevators of course sometimes shit go down when it's a billion dollars on an elevator of course sometimes shit go down when it's a billion dollars on an elevator haha god damn god damn god damn    beyoncé momma taught me good home training my daddy taught me how to love my haters my sister told me i should speak my mind my man made me feel so god damn fine i'm flawless   beyoncé you wake up flawless post up flawless ridin' round in it flawless flossin' on that flawless this diamond flawless my diamond flawless this rock flawless my roc flawless i woke up like this i woke up like this we flawless ladies tell 'em i woke up like this i woke up like this we flawless ladies tell 'em say i look so good tonight god damn god damn say i look so good tonight god damn god damn god damn    beyoncé i wake up looking this good god damn god damn god damn and i wouldn't change it if i could if i if i if i if i and you can say what you want i'm the shit what you want i'm the shit i'm the shit i'm the shit i'm the shit i'm the shit i want everyone to feel like this tonight god damn god damn god damn  sample spottieottiedopaliscious onika   nicki minaj  beyoncé looking trinidadian japanese and indian got malaysian got that yaki that wavy brazilian them bitches thirsty uhn i'm hungarian nicki b be eating diamond fangs barbarian raaaah yo like mj doctor they killing me  propofol i know they hope i fall but tell 'em winning is my motherfuckin' protocol 'cause i score before i ever throw the ball these bitches washed up and ain't no fuckin' soap involved uhn this every hood nigga dream fantasizin' 'bout nicki and b curvalicious pussy served delicious mayday mayday earth to bitches slap these hoes on they ass like we birthing bitches uhn the queen of rap slayin' with queen b if you ain't on the team you playin' for team d 'cause we alisters uh we paid sisters this watch right here done phased blizzards i confess i woke up like this all this drank in my cup like this all this ass on that flawless dick instagram another flawless pic flawless city with these flawless titties i got all these hundreds you got all them fifties i'm with some flawless bitches 'cause they more than pretty 'cause niggas love bad bitches that be on they grizzly throw that ass back i be on my frisbee princesscut diamonds on my disney he want monster nicki in sri lanka i told him meet me at the trump ivanka i said come here let me show you how this cookie taste this that yeah nigga eat the cookie face   right right right,joy
Billie Eilish,​bad guy,white shirt now red my bloody nose sleepin' you're on your tippy toes creepin' around like no one knows think you're so criminal bruises on both my knees for you don't say thank you or please i do what i want when i'm wanting to my soul so cynical   so you're a tough guy like it really rough guy just can't get enough guy chest always so puffed guy i'm that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i'm the bad guy duh  post i'm the bad guy   i like it when you take control even if you know that you don't own me i'll let you play the role i'll be your animal my mommy likes to sing along with me but she won't sing this song if she reads all the lyrics she'll pity the men i know   so you're a tough guy like it really rough guy just can't get enough guy chest always so puffed guy i'm that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i'm the bad guy duh  post i'm the bad guy duh i'm only good at bein' bad bad   i like when you get mad i guess i'm pretty glad that you're alone you said she's scared of me i mean i don't see what she sees but maybe it's 'cause i'm wearing your cologne   i'm a bad guy i'm i'm a bad guy bad guy bad guy i'm a bad,anger
Ariana Grande,Shhh,shhh baby before u get aroused,anger
Beyoncé,Welcome (Homecoming Live),slater thorpe ladies and gentlemen welcome to beyoncé homecoming 08   rebirth brass band  do whatcha wanna   kendrick lamar  humble   jayz  family feud feat beyoncé   doug e fresh  the get fresh crew  the show   kendrick lamar  humble   beyoncé beyoncé beyoncé beyoncé beyoncé beyoncé beyoncé beyoncé,joy
Ariana Grande,​obvious,i love the taste of you in the morning keep me warm and nothin' else nothin' more important makes me wanna believe in love mmm i love the thought of us in the evening crave the feeling the way you feel somethin' 'bout it's healing i'm praying we don't fuck this up ahahah babe  pre others that i've had had to impress me before but i knew you were the real thing when you walked through the door i didn't think that i would have to spell it out   don't put the bands put the bands on me oh my love oh my love is free ain't no price on my loyalty no shit got me right where you want me baby could i be more obvious ooh hard to think when i'm under you tell you all of my dirty truths no shit got me right where you want me baby could i be more obvious   maybe if i'm lucky you might stay the afternoon if you gotta work just promise me you'll come back soon maybe you should pack a suitcase too too i love the thought of you never leavin' no days repeatin' gettin' steps up on the treadmill while you sleepin' never thought i'd believe in love again  pre others that i've had had to impress me before ooh but i knew you were the real thing when you walked through the door i didn't think that i would have to spell it out   don't put the bands put the bands on me oh my love oh my love is free ain't no price on my loyalty no shit got me right where you want me baby could i be more obvious ooh hard to think when i'm under you tell you all of my dirty truths no shit got me right where you want me baby could i be more obvious obvious,joy
BTS (방탄소년단),흥탄소년단 (Boyz with Fun),all jungkook 자 왔어 아 흥탄소년단 왔어 왔어 아 흥탄소년단 자 왔어 아 흥탄소년단 흥 흥 탄 탄 흥 흥 탄 탄 나도 날 잘 몰라   rm jhope suga 자 왔어 아 흥탄소년단 oh yeah 왔어 왔어 아 흥탄소년단 자 왔어 아 흥탄소년단 흥 흥 탄 탄 흥 흥 탄 탄 it's bts   suga 흥탄소년단 새벽달이 질 때까지 아 완전 신나 가식 따윈 집에 간 지 오래니까 니가 음치 혹은 박치라도 상관없어 눈치 따윈 빨리 줘 개나 줘 흥이 난다 흥이 흥이 흥이 나 여기 여기 붙어라 니 어깨춤이 보인다   rm jhope let's ride go with me 저 위 정상들이 보이지 일상에 상을 하나 더해 난 이상해지지 정상인 상태로는 정상에 못 가요 baby 흥 흥 시동은 됐고 흥 흥 속도는 쾌속 다 봐라 봐라 오늘은 미칠 거야 말리지 말아 가라 가라 싫은 놈들 집으로 떠나라나라 훠이  pre jimin 음악이 흐르는 순간 난 미쳐버릴 것 같아 hey 내 몸에 흔들릴 거야 넌 지금 바로 이 순간   jungkook v  jin 내게 묻지마 난 원래부터 이랬으니까 나도 날 몰라 처음부터 끝까지 난 나니까 sing it wo wo wo wo one more time now wo wo wo wo  post rm jhope suga jungkook 자 왔어 아 흥탄소년단 왔어 왔어 아 흥탄소년단 자 왔어 아 흥탄소년단 흥 흥 탄 탄 흥 흥 탄 탄 나도 날 잘 몰라   v jin jungkook 치명적인 나의 몸짓 미친듯한 나의 똘끼 내 맘대로 다 하고 싶어 나 건들지 좀 말어 난 맏형이지만 no no no 나를 갖고 놀지만 no no no 뭐 어때 어때 난 좋게 좋게 만족해 족해 ok ok  interlude v yo 내 이름은 v 기선을 제압했지  4 jhope rm  v 야야야 stop stop 아 죄송합니다 다 골라 골라 호식이 골라 희망이 함께면 시간가는 줄을 몰라 땀으로 씻어볼까 치키차카초 오늘은 내가 술래 미니마니모 헛소리 하지마라 아 기 빨려 뒷담 할 생각도 마 나 눈치 빨러 너를 이빨로 물어 피 말려 밥 먹었니 중국어로는 취빨러 마  pre jimin 음악이 흐르는 순간 난 미쳐버릴 것 같아 hey 내 몸에 흔들릴 거야 넌 지금 바로 이 순간   jungkook v  jin  내게 묻지마 난 원래부터 이랬으니까 나도 날 몰라 처음부터 끝까지 난 나니까 sing it wo wo wo wo one more time now wo wo wo wo break it down   jungkook v jin jimin 흥 탄 사람 모여라 다 여기 모여라 흥 탄 사람 더 있나 다 뒤로 붙어라 흥 탄 사람 모여라 다 여기 모여라 흥 탄 사람 더 있나 다 뒤로 붙어라   jungkook v  jin 내게 묻지마 난 원래부터 이랬으니까 나도 날 몰라 처음부터 끝까지 난 나니까 sing it wo wo wo wo one more time now wo wo wo wo break it down   rm jhope suga jungkook 자 왔어 아 흥탄소년단 왔어 왔어 아 흥탄소년단 자 왔어 아 흥탄소년단 흥 흥 탄 탄 흥 흥 탄 탄 나도 날 잘 몰라,joy
Ariana Grande,Break Free (Zedd’s Extended Mix),if you want it take it i should've said it before tried to hide it fake it i can't pretend anymore  pre i only wanna die alive never by the hands of a broken heart i don't wanna hear you lie tonight now that i've become who i really are   this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more   drop   you were better deeper i was under your spell yeah like a deadly fever yeah babe on the highway to hell  pre i only wanna die alive never by the hands of a broken heart i don't wanna hear you lie tonight now that i've become who i really are   this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more  break no more baby oohoohoohooh   thought of your body i came alive it was lethal it was fatal in my dreams it felt so right but i woke up every time oh baby   this is the part when i say i don't want ya i'm stronger than i've been before oohoohoohooh this is the part when i break free 'cause i can't resist it no more this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more,sadness
Ariana Grande,"Lemons, Blueberries & Strawberries",ariana grande mmm yeah   ariana grande i'm able to feel the love with all this heavenly fruit i love it like nothing else mmm it's the flavor of my perfume i love it  pre ariana grande i got that love feelin' in my head hmm   chris stapleton  ariana grande head in the clouds i got that feelin' about lemons blueberries and strawberries they're so nice they make me think of the good times we have together they tell me we'll never ever break apart i got no problem with you or the lemons blueberries and strawberries hmm   chris stapleton having lime wine tennessee whiskey yeah baby it feels like we're on a date in memphis nashville parties we love 'em so much there's nothin' else we'd rather do mmm baby   chris stapleton  ariana grande head in the clouds i got that feelin' about lemons blueberries and strawberries they're so nice they make me think of the good times we have together they tell me we'll never ever break apart i got no problem with you or the lemons blueberries and strawberries hmm   ariana grande  chris stapleton hmm yeah baby tennessee lemons we love 'em so much yeah baby sing it   chris stapleton  ariana grande head in the clouds i got that feelin' about lemons blueberries and strawberries they're so nice they make me think of the good times we have together they tell me we'll never ever break apart i got no problem with you or the lemons blueberries and strawberries hmm,joy
Beyoncé,"Denial (Hold Up, Beyoncé, Poem)",i tried to change closed my mouth more tried to be soft prettier less awake fasted for 60 days wore white abstained from mirrors abstained from sex slowly did not speak another word and that time my hair i grew past my ankles i slept on a mat on the floor i swallowed a sword i levitated into the basement confessed my sins and was baptized in a river got on my knees and said amen and said i mean i whipped my own back and asked for dominion at your feet i threw myself into a volcano i drank the blood and drank the wine i sat alone in begged and bent at the waist for god i crossed myself in thought i saw the devil i grew thickened skin on my feet i bathed in bleach and plugged my menses with the pages from the holy book but still inside me coiled deep was the need to know are you cheating are you cheating on me,anger
